insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 59,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 18,1750,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-25' , 26,2950,155)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 124,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-08' , 50,5990,157)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-25' , 102,2950,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-18' , 16,2950,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 28,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-31' , 3,2950,123)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-14' , 48,2950,77)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-12' , 29,2950,197)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-17' , 72,5990,55)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 19,2950,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-22' , 121,5990,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-14' , 30,1750,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-12' , 24,2950,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-06' , 72,2950,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-16' , 59,5990,112)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-09' , 75,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-09' , 129,1750,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-13' , 97,5990,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 22,1750,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-03' , 19,1750,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-15' , 35,2950,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-18' , 86,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-25' , 37,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-19' , 99,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-24' , 112,2950,123)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-04' , 79,5990,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-22' , 52,2950,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-01' , 85,1750,137)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-27' , 4,2950,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 5,2950,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-05' , 28,5990,124)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-07' , 60,2950,101)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-08' , 34,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-23' , 126,5990,124)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 7,2950,77)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-19' , 113,2950,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-12' , 12,5990,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-13' , 127,2950,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-31' , 80,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-22' , 50,1750,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-17' , 8,2950,177)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-02' , 95,3300,188)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-03' , 38,2950,29)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 76,5990,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-16' , 127,1750,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-29' , 77,2950,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 78,2950,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-24' , 2,2950,19)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-05' , 35,2950,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-03' , 21,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-19' , 114,2950,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 87,2950,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-14' , 56,5990,82)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-28' , 33,2950,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-23' , 58,5990,145)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-12' , 71,5990,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-13' , 70,5990,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-21' , 124,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-25' , 113,1750,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-29' , 91,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-02' , 21,3300,236)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-05' , 21,2950,9)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 26,2950,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-25' , 101,5990,190)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-11' , 50,5990,150)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-08' , 79,2950,188)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-27' , 87,2950,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-06' , 125,5990,204)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 15,2950,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-30' , 84,2950,89)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-10' , 57,2950,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-06' , 36,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-10' , 102,1750,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-27' , 101,2950,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-23' , 26,2950,174)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-01' , 18,1750,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-16' , 58,2950,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-24' , 88,3300,157)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-02' , 38,2950,48)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-15' , 73,2950,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-26' , 71,5990,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-05' , 78,2950,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-12' , 12,3300,155)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-08' , 78,5990,91)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-10' , 81,2950,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-07' , 15,1750,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-21' , 55,2950,111)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-14' , 21,2950,230)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-19' , 26,2950,193)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-27' , 84,5990,77)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-07' , 121,2950,56)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-13' , 28,2950,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-22' , 55,5990,131)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-16' , 67,3300,133)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-04' , 80,3300,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 60,2950,169)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-31' , 81,2950,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-07' , 102,2950,95)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-12' , 128,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-14' , 76,5990,88)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-31' , 74,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 17,3300,20)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 119,2950,74)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-05' , 110,3300,37)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-23' , 119,1750,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-31' , 16,5990,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-15' , 90,2950,183)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-21' , 33,1750,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-08' , 19,2950,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-08' , 95,2950,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-14' , 122,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-08' , 30,5990,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-25' , 99,1750,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-12' , 70,2950,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-16' , 35,2950,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-10' , 92,2950,135)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 62,5990,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-17' , 65,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-06' , 69,2950,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 14,2950,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-18' , 114,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-19' , 90,2950,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-05' , 65,2950,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-02' , 11,1750,137)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 21,2950,91)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-26' , 18,2950,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-17' , 100,2950,167)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-14' , 88,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-08' , 54,2950,33)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-01' , 126,2950,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-05' , 8,2950,90)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-19' , 122,2950,183)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-03' , 81,2950,23)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-03' , 75,2950,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-31' , 70,2950,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-09' , 18,2950,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-08' , 30,2950,26)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-22' , 7,2950,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-03' , 99,1750,32)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 17,1750,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 104,2950,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-08' , 52,5990,145)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-03' , 45,2950,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-07' , 114,2950,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-05' , 125,2950,103)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-05' , 65,2950,151)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-21' , 126,2950,225)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-27' , 123,2950,74)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-17' , 7,3300,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-18' , 50,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-21' , 95,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-28' , 120,2950,216)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-13' , 21,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-08' , 10,5990,100)
